price,competitor_price,demand,season,promotion,stock,rating,competitor_stock
180.7,173.44,387.0,Holiday,1,196,3.79,1
199.84,200.94,302.0,Regular,1,60,3.35,1
141.16,159.03,357.0,Regular,0,125,4.83,0
110.71,106.36,329.0,Regular,0,140,4.76,0
83.78,66.38,379.0,Weekend,1,108,4.23,1
88.56,84.09,455.0,Regular,1,137,4.02,1
121.92,107.75,395.0,Weekend,0,175,3.47,1
105.09,94.29,360.0,Holiday,0,178,4.58,1
187.07,191.8,369.0,Weekend,1,199,3.02,1
105.24,87.94,339.0,Regular,0,85,3.93,1
106.02,104.61,400.0,Regular,0,65,4.72,0
107.53,111.91,541.0,Holiday,1,127,4.24,1
175.49,172.37,344.0,Holiday,0,23,4.27,1
147.62,128.38,328.0,Regular,0,169,3.14,0
142.13,161.55,442.0,Regular,1,192,3.57,1
100.12,94.81,362.0,Weekend,0,175,4.35,0
172.69,183.83,327.0,Regular,1,157,3.1,0
55.75,48.78,423.0,Regular,1,196,3.66,0
180.62,179.62,367.0,Weekend,1,114,3.71,0
126.91,122.45,338.0,Regular,1,125,4.0,1
109.74,103.44,515.0,Holiday,0,99,3.72,1
124.58,105.45,364.0,Regular,0,70,3.91,1
150.11,144.51,363.0,Weekend,1,190,4.09,1
51.91,67.49,469.0,Holiday,0,153,3.26,1
180.73,188.35,361.0,Regular,0,140,3.36,1
117.01,102.83,386.0,Regular,1,172,4.67,0
101.44,105.09,593.0,Holiday,1,23,3.92,0
70.74,86.43,472.0,Holiday,1,171,3.71,1
115.92,123.92,499.0,Weekend,1,110,3.87,1
124.45,110.4,341.0,Regular,1,73,3.35,1
110.55,125.26,408.0,Regular,1,22,3.48,1
151.8,143.86,312.0,Regular,0,194,4.03,0
113.13,111.3,421.0,Regular,0,49,3.72,1
194.21,195.26,368.0,Regular,1,95,3.95,1
139.89,153.91,394.0,Regular,0,60,3.3,0
171.12,188.39,416.0,Regular,1,125,3.31,1
66.4,83.59,476.0,Regular,1,78,3.77,1
109.59,89.91,318.0,Regular,1,59,3.76,0
100.53,117.4,474.0,Weekend,1,64,4.77,0
135.42,117.6,362.0,Weekend,1,169,3.07,1
179.17,169.8,377.0,Holiday,0,34,4.99,1
61.75,62.35,398.0,Regular,0,36,4.91,1
60.89,60.08,442.0,Weekend,0,127,4.08,1
177.55,181.74,358.0,Weekend,0,44,4.44,0
81.93,81.11,373.0,Regular,0,62,4.87,1
150.31,167.69,384.0,Regular,1,198,3.5,1
131.43,121.05,293.0,Regular,0,80,3.63,0
174.93,165.9,405.0,Holiday,0,192,3.22,0
68.76,85.59,491.0,Regular,0,150,4.13,1
69.47,52.54,466.0,Weekend,0,183,3.32,1
133.52,137.91,378.0,Holiday,0,47,4.86,1
191.96,199.23,339.0,Weekend,0,126,3.86,0
112.25,112.47,354.0,Regular,1,143,4.84,1
99.04,106.81,453.0,Holiday,0,192,3.41,1
141.0,127.91,334.0,Regular,0,103,4.39,1
189.57,203.67,329.0,Regular,0,168,4.3,1
175.54,161.14,320.0,Weekend,1,46,3.8,1
199.32,195.36,309.0,Weekend,1,102,4.8,1
53.39,36.4,422.0,Weekend,1,119,3.87,1
66.93,68.74,431.0,Regular,1,95,3.4,0
141.42,148.21,400.0,Holiday,0,54,4.95,1
173.09,190.74,395.0,Weekend,0,195,3.88,1
92.79,102.36,420.0,Weekend,0,116,3.42,1
85.88,87.53,409.0,Regular,1,119,3.73,1
168.05,185.35,453.0,Holiday,0,170,4.23,1
58.46,57.59,506.0,Weekend,1,32,4.02,1
105.41,107.86,418.0,Weekend,0,177,4.27,1
125.87,129.72,349.0,Regular,0,167,4.32,1
134.05,130.45,371.0,Weekend,0,25,3.25,1
159.29,172.83,401.0,Regular,1,166,3.63,1
103.23,90.63,397.0,Holiday,0,93,4.5,1
141.9,144.1,377.0,Regular,1,29,4.3,1
137.81,146.7,328.0,Regular,0,40,3.18,1
132.14,148.3,427.0,Regular,0,146,3.63,1
146.07,161.43,384.0,Weekend,0,75,4.86,1
88.92,89.27,434.0,Weekend,0,76,4.72,1
62.7,68.42,465.0,Weekend,0,149,4.34,1
67.89,63.66,421.0,Regular,0,58,3.15,1
83.69,82.41,396.0,Regular,0,80,4.21,1
125.03,141.28,471.0,Weekend,1,192,3.02,0
176.07,193.29,332.0,Regular,0,129,4.32,0
155.19,171.01,459.0,Holiday,0,175,4.46,1
168.36,153.89,335.0,Regular,1,165,3.99,1
102.65,116.65,502.0,Weekend,1,33,3.01,0
110.7,128.63,446.0,Weekend,0,78,4.33,1
109.05,103.5,364.0,Weekend,1,128,4.64,1
78.78,79.53,418.0,Regular,1,166,4.17,0
59.18,70.35,438.0,Regular,0,60,4.42,0
138.64,141.12,356.0,Weekend,0,159,3.18,0
198.38,218.12,282.0,Regular,0,167,4.43,1
75.02,73.25,421.0,Holiday,0,181,4.23,1
57.0,65.56,473.0,Weekend,1,144,3.66,0
166.93,178.63,445.0,Weekend,0,55,4.37,1
87.89,87.65,423.0,Regular,0,40,4.29,1
174.45,188.73,356.0,Regular,1,75,4.2,1
155.59,157.44,392.0,Regular,1,60,3.37,1
191.85,188.32,293.0,Regular,0,146,3.59,0
111.34,95.65,400.0,Weekend,1,188,4.98,1
149.3,145.03,308.0,Regular,1,190,3.87,1
119.73,129.09,499.0,Holiday,1,125,3.12,1
144.59,161.44,391.0,Regular,0,105,4.8,0
117.44,107.51,501.0,Holiday,0,57,3.35,0
78.29,72.5,387.0,Regular,0,165,3.81,1
126.18,112.34,370.0,Regular,0,27,3.56,0
129.29,136.92,357.0,Weekend,0,167,4.93,1
171.59,190.0,364.0,Regular,1,125,3.76,0
160.33,165.97,341.0,Holiday,0,165,4.42,1
149.57,154.25,325.0,Weekend,0,127,4.2,0
67.01,69.15,445.0,Regular,1,149,3.09,1
158.09,141.63,278.0,Regular,0,189,3.77,0
125.05,134.23,447.0,Weekend,1,83,3.78,0
184.11,188.2,406.0,Weekend,1,63,4.98,1
187.98,194.44,361.0,Regular,1,198,4.62,0
58.27,74.23,456.0,Regular,0,120,4.71,0
173.1,184.45,365.0,Weekend,1,125,3.63,0
55.65,66.89,487.0,Regular,1,84,3.66,0
105.08,122.16,400.0,Regular,1,84,4.03,1
131.34,150.94,563.0,Holiday,1,137,4.26,1
72.22,75.47,518.0,Weekend,0,143,4.46,1
161.95,146.3,356.0,Weekend,0,127,4.64,1
51.25,49.62,470.0,Regular,1,114,4.75,0
75.29,86.79,499.0,Weekend,1,186,3.05,1
137.12,118.23,350.0,Regular,1,155,4.59,0
157.16,139.43,330.0,Weekend,0,86,4.22,1
187.5,170.18,300.0,Regular,0,130,4.06,0
155.82,165.07,417.0,Holiday,0,95,4.26,1
150.77,150.81,393.0,Regular,1,68,4.76,1
109.15,103.91,419.0,Regular,1,183,4.09,1
50.19,34.42,483.0,Holiday,0,26,3.32,1
68.02,77.31,465.0,Regular,1,34,3.87,1
130.18,123.02,434.0,Weekend,0,104,4.85,0
151.27,141.88,359.0,Regular,0,172,4.63,1
112.62,118.71,425.0,Regular,0,57,3.41,1
159.6,161.96,404.0,Regular,1,56,4.43,1
128.28,122.78,410.0,Regular,1,141,3.51,1
61.13,66.79,495.0,Regular,0,35,3.7,1
78.8,69.65,392.0,Regular,0,20,3.94,1
176.0,187.79,477.0,Holiday,1,194,3.88,1
158.74,147.91,363.0,Weekend,0,199,3.06,0
184.21,170.57,272.0,Regular,1,56,4.55,1
67.63,78.93,474.0,Regular,1,64,4.69,0
198.53,206.85,310.0,Regular,0,161,4.06,1
81.41,68.72,556.0,Holiday,0,181,3.35,0
51.77,36.42,386.0,Regular,0,178,3.5,1
199.61,213.15,327.0,Regular,0,102,3.25,1
92.16,103.23,521.0,Weekend,1,191,3.34,1
150.2,143.29,344.0,Weekend,0,42,4.75,0
76.5,82.83,602.0,Holiday,1,113,3.96,1
137.03,122.0,402.0,Weekend,0,100,3.22,1
185.61,185.89,301.0,Regular,1,85,3.51,1
98.03,78.78,308.0,Regular,0,158,4.9,1
150.54,146.2,459.0,Holiday,1,196,4.02,0
78.19,61.18,387.0,Regular,1,77,4.03,1
143.72,142.73,338.0,Regular,0,48,4.05,1
100.47,97.33,446.0,Weekend,0,102,3.22,0
81.68,79.46,405.0,Regular,1,198,4.94,1
96.98,78.79,397.0,Regular,0,148,3.17,1
76.83,71.29,358.0,Regular,0,152,4.4,0
185.29,195.55,346.0,Weekend,1,134,3.12,1
109.58,104.33,394.0,Regular,0,53,3.89,0
86.79,95.4,399.0,Weekend,0,144,4.8,1
117.26,112.04,421.0,Weekend,1,97,4.54,1
98.08,95.01,497.0,Holiday,1,38,3.67,0
161.66,164.22,409.0,Weekend,0,107,4.1,1
195.68,213.71,350.0,Holiday,0,187,3.33,1
115.71,100.06,369.0,Weekend,1,100,4.91,1
179.16,160.47,273.0,Regular,0,114,4.42,1
134.88,139.2,408.0,Regular,1,91,3.75,0
73.59,91.55,461.0,Holiday,0,164,3.64,0
153.59,173.18,423.0,Weekend,1,57,3.48,1
127.02,126.38,310.0,Regular,0,190,4.57,0
147.59,146.31,374.0,Weekend,1,59,3.87,0
183.45,189.25,328.0,Weekend,0,192,3.66,0
116.07,118.29,351.0,Regular,0,187,4.81,0
185.18,190.54,395.0,Holiday,0,139,3.3,0
162.6,177.56,434.0,Weekend,0,107,3.53,0
123.29,133.14,462.0,Holiday,0,109,3.69,0
140.48,140.36,541.0,Holiday,1,49,3.52,0
98.84,97.31,403.0,Regular,1,182,4.17,0
197.54,203.12,375.0,Weekend,0,191,4.2,0
150.1,148.33,313.0,Regular,0,151,3.11,1
56.58,54.89,494.0,Regular,1,152,3.29,1
98.99,79.65,372.0,Holiday,0,195,3.4,1
143.5,130.46,350.0,Weekend,0,85,3.14,1
58.45,57.99,442.0,Regular,0,114,3.25,1
53.58,66.49,471.0,Regular,0,46,3.48,1
117.5,108.65,404.0,Weekend,0,171,3.69,1
99.9,100.81,426.0,Weekend,1,75,4.58,1
115.74,109.54,375.0,Regular,0,64,3.44,0
89.4,73.6,441.0,Weekend,1,87,4.34,1
74.71,93.04,486.0,Holiday,0,175,3.12,1
153.37,167.56,377.0,Weekend,0,24,4.32,1
127.19,110.33,342.0,Weekend,0,127,4.59,1
80.02,88.81,566.0,Holiday,1,66,4.21,1
97.94,91.84,356.0,Weekend,0,152,3.4,0
138.77,158.57,431.0,Regular,0,24,3.66,1
60.83,52.93,399.0,Regular,0,195,4.61,1
72.12,61.67,454.0,Holiday,0,140,3.86,1
60.99,63.7,413.0,Weekend,0,92,3.51,0
171.85,185.25,308.0,Regular,0,66,4.87,1
162.86,150.56,419.0,Holiday,0,174,4.27,1
163.0,171.37,499.0,Holiday,1,23,4.61,1
157.45,139.91,306.0,Weekend,0,196,3.05,1
150.41,167.17,473.0,Holiday,1,110,3.68,1
121.55,104.79,371.0,Regular,0,84,3.92,1
146.34,162.91,344.0,Regular,0,115,4.17,1
55.75,55.39,450.0,Weekend,1,99,3.38,1
143.22,141.14,390.0,Regular,1,106,4.0,0
166.68,185.61,386.0,Weekend,1,80,4.37,1
125.05,144.67,440.0,Holiday,1,167,3.69,1
103.63,109.63,439.0,Weekend,1,119,4.38,1
91.61,76.7,406.0,Regular,0,138,3.78,0
146.42,146.67,368.0,Holiday,0,128,3.94,1
153.92,155.09,324.0,Weekend,0,155,3.27,1
180.65,181.22,428.0,Weekend,1,101,4.3,1
101.35,104.13,443.0,Weekend,1,32,3.45,1
165.47,146.21,254.0,Regular,1,184,4.66,0
134.2,142.65,354.0,Regular,0,62,4.11,1
182.43,190.92,347.0,Regular,1,111,4.12,1
129.17,113.79,278.0,Regular,0,197,4.82,0
127.64,130.45,413.0,Regular,1,39,3.33,1
136.68,139.42,464.0,Holiday,0,67,4.06,1
162.4,169.7,481.0,Holiday,1,119,3.76,0
194.7,178.12,273.0,Weekend,0,38,4.93,1
61.03,66.09,452.0,Weekend,0,88,4.59,1
58.02,49.25,504.0,Weekend,1,36,4.52,1
190.63,190.91,303.0,Weekend,1,175,3.41,0
129.48,140.41,391.0,Holiday,0,55,3.47,1
142.24,150.46,424.0,Regular,1,185,3.06,1
122.36,107.12,308.0,Regular,1,101,4.28,1
64.05,67.7,493.0,Weekend,0,89,3.74,1
165.21,183.98,491.0,Holiday,0,135,3.62,0
162.08,148.35,292.0,Regular,0,173,4.27,1
96.76,110.87,470.0,Weekend,0,20,4.66,0
95.94,104.04,441.0,Weekend,1,100,3.27,1
175.68,186.64,408.0,Weekend,0,149,4.84,0
60.85,52.13,452.0,Regular,1,183,3.07,1
182.17,173.68,271.0,Regular,1,54,3.19,1
88.5,104.74,449.0,Regular,1,146,4.68,1
138.95,133.34,460.0,Weekend,1,46,3.99,1
190.4,172.92,353.0,Weekend,1,65,4.88,1
151.72,155.74,538.0,Holiday,0,167,3.92,1
112.16,97.16,391.0,Regular,1,27,4.85,1
153.43,165.29,343.0,Regular,1,112,3.48,0
101.6,107.27,542.0,Holiday,0,91,4.23,1
91.59,106.58,468.0,Regular,1,133,4.99,1
199.5,210.9,341.0,Weekend,0,110,3.75,1
162.62,147.1,333.0,Regular,0,45,3.0,1
146.71,141.95,388.0,Regular,1,122,3.13,0
103.29,114.28,507.0,Holiday,1,81,4.72,1
57.37,54.07,429.0,Regular,1,113,3.98,1
54.66,73.55,539.0,Weekend,0,180,4.07,1
133.13,142.56,455.0,Holiday,1,80,4.6,0
164.3,144.92,284.0,Regular,1,167,4.62,1
130.61,145.81,418.0,Regular,0,87,3.95,0
176.12,160.15,367.0,Holiday,0,48,4.72,1
55.01,40.63,412.0,Regular,1,65,3.94,1
105.01,114.39,441.0,Regular,0,184,4.35,1
85.56,100.16,559.0,Holiday,0,120,3.07,1
117.09,118.54,411.0,Weekend,0,109,3.28,1
60.86,52.42,465.0,Regular,1,152,4.7,1
193.12,187.17,439.0,Holiday,0,107,3.63,1
83.49,77.2,381.0,Regular,0,146,3.67,1
188.35,181.41,406.0,Holiday,0,126,4.33,0
113.88,103.6,427.0,Holiday,0,85,4.19,0
197.83,202.18,311.0,Holiday,0,162,3.16,0
133.11,149.12,387.0,Regular,0,65,4.53,0
189.62,181.91,297.0,Regular,0,27,4.23,0
50.8,38.27,460.0,Weekend,0,184,4.71,0
162.24,175.78,365.0,Weekend,1,120,4.07,1
185.46,195.13,343.0,Regular,0,161,3.83,0
70.96,88.19,588.0,Holiday,1,152,3.74,1
64.42,51.04,453.0,Weekend,1,92,3.01,0
113.69,99.46,378.0,Holiday,0,142,3.08,1
190.05,191.71,339.0,Holiday,0,62,3.26,1
131.36,135.94,424.0,Weekend,1,196,4.86,0
129.12,128.33,453.0,Holiday,1,142,4.76,1
71.17,75.13,421.0,Weekend,0,191,3.99,1
50.12,37.33,464.0,Regular,0,67,3.36,1
171.52,170.71,409.0,Holiday,0,177,3.29,1
63.14,69.46,402.0,Regular,1,180,3.51,1
145.08,142.39,370.0,Regular,1,184,4.82,1
187.19,194.37,361.0,Weekend,0,197,4.04,1
81.3,79.35,408.0,Regular,0,26,4.61,1
149.79,143.13,315.0,Weekend,0,190,4.01,1
61.8,53.95,537.0,Holiday,1,59,4.22,1
140.56,137.0,343.0,Regular,0,51,4.22,1
74.59,55.51,385.0,Regular,1,124,3.06,1
160.39,167.13,377.0,Regular,0,113,3.89,1
95.18,108.99,416.0,Regular,1,130,4.73,1
119.51,113.69,468.0,Holiday,0,108,3.98,1
139.91,121.76,391.0,Weekend,1,96,3.87,0
75.69,95.16,608.0,Holiday,0,28,4.05,1
161.25,151.79,335.0,Regular,1,156,3.76,1
95.4,80.46,368.0,Regular,0,83,4.03,1
149.36,144.15,375.0,Regular,1,192,3.27,1
73.74,83.28,453.0,Holiday,0,110,4.94,1
153.22,144.97,432.0,Holiday,0,114,3.07,1
69.23,72.22,382.0,Regular,0,112,3.97,1
113.8,110.43,384.0,Regular,0,113,3.42,0
87.08,71.79,543.0,Holiday,0,185,3.12,0
162.26,155.47,411.0,Holiday,0,193,4.3,1
89.31,98.3,499.0,Weekend,0,143,4.97,1
182.26,186.74,380.0,Holiday,0,89,4.5,1
183.77,168.56,241.0,Regular,0,122,3.51,1
79.47,66.0,469.0,Weekend,0,83,3.99,1
142.08,147.71,320.0,Regular,0,114,3.1,1
63.16,75.69,511.0,Weekend,0,182,4.06,1
108.73,102.71,396.0,Weekend,1,31,3.2,1
157.0,160.81,369.0,Weekend,0,67,4.59,1
148.91,135.74,352.0,Regular,1,82,3.11,1
143.71,136.16,283.0,Regular,0,192,3.02,0
92.38,73.19,444.0,Weekend,1,25,4.72,0
106.7,117.43,501.0,Weekend,0,64,4.89,1
65.44,61.48,621.0,Holiday,1,109,3.17,1
157.85,170.5,441.0,Holiday,0,120,3.56,1
125.58,133.92,353.0,Regular,0,179,4.48,0
156.31,169.46,378.0,Regular,0,123,4.08,0
87.34,78.77,459.0,Weekend,0,150,4.9,1
98.67,86.07,402.0,Regular,0,146,3.78,1
100.13,119.01,399.0,Regular,0,149,3.01,1
53.86,62.55,556.0,Weekend,1,39,3.04,1
101.16,114.52,543.0,Holiday,0,58,4.13,0
170.5,151.02,227.0,Regular,0,159,4.5,1
184.59,178.77,316.0,Regular,1,55,4.58,1
127.73,137.45,477.0,Holiday,1,111,4.82,1
118.33,101.44,317.0,Regular,0,28,3.46,1
54.62,57.32,439.0,Weekend,1,63,4.48,1
181.88,179.04,290.0,Regular,0,94,4.65,1
51.95,32.66,373.0,Regular,0,72,4.67,1
191.71,181.15,270.0,Regular,0,49,3.82,0
123.38,114.77,388.0,Regular,0,134,4.25,1
101.29,85.76,534.0,Holiday,0,85,4.1,1
188.63,193.89,303.0,Regular,0,57,4.19,0
53.66,43.35,403.0,Regular,0,57,3.56,0
137.21,128.32,419.0,Weekend,0,180,4.37,1
132.34,148.27,451.0,Regular,1,74,4.42,0
82.9,81.58,435.0,Regular,1,95,3.39,1
114.33,110.02,419.0,Holiday,1,135,3.89,0
147.84,156.79,509.0,Holiday,1,104,3.84,1
159.07,175.45,406.0,Regular,1,42,4.5,1
50.11,31.11,422.0,Regular,1,161,4.33,0
190.53,188.46,318.0,Regular,0,115,3.95,1
74.68,79.11,391.0,Regular,0,68,4.31,0
85.04,77.78,430.0,Regular,0,132,3.53,1
89.52,100.42,466.0,Regular,0,133,3.46,1
55.67,74.53,561.0,Holiday,0,64,3.48,0
68.46,86.19,494.0,Regular,0,174,3.06,1
197.95,188.59,371.0,Holiday,1,115,4.38,1
97.28,86.34,468.0,Weekend,0,68,4.97,0
67.3,85.59,559.0,Weekend,0,21,3.62,1
66.05,64.39,439.0,Weekend,0,122,4.86,1
157.92,146.25,327.0,Weekend,1,78,4.21,1
178.19,186.47,407.0,Holiday,0,79,3.45,1
88.54,79.92,400.0,Weekend,0,41,3.02,1
53.14,43.83,527.0,Holiday,1,108,4.45,0
83.46,98.63,461.0,Weekend,1,125,4.39,1
58.48,44.98,400.0,Regular,1,193,3.46,0
65.51,48.08,397.0,Regular,1,72,3.67,0
114.73,105.49,319.0,Regular,0,38,4.8,1
84.49,88.77,456.0,Weekend,1,68,3.31,1
127.39,112.32,318.0,Regular,0,36,4.67,1
88.02,86.89,504.0,Weekend,1,146,3.34,1
191.08,196.17,394.0,Holiday,0,174,3.96,1
185.89,199.84,317.0,Regular,0,38,4.0,1
135.02,124.22,358.0,Regular,0,49,3.94,1
103.16,115.86,448.0,Regular,0,97,3.58,1
107.17,96.57,353.0,Regular,0,193,3.51,0
111.78,118.85,515.0,Holiday,0,125,4.47,0
159.14,156.36,395.0,Regular,1,83,3.55,1
117.75,102.33,313.0,Regular,0,51,4.22,0
178.51,187.08,279.0,Regular,0,170,4.69,0
191.61,180.32,314.0,Regular,1,55,4.67,0
100.39,87.46,442.0,Weekend,1,29,3.33,1
134.1,128.44,376.0,Holiday,0,78,4.31,1
64.26,70.39,628.0,Holiday,0,121,4.2,1
80.07,69.43,490.0,Holiday,1,137,3.56,1
112.02,99.37,372.0,Weekend,0,176,3.78,1
80.93,61.33,424.0,Weekend,0,30,3.57,0
181.48,180.35,331.0,Regular,0,185,4.07,1
73.74,70.89,413.0,Regular,1,98,4.61,1
118.35,107.7,302.0,Regular,0,179,4.76,1
140.85,123.0,397.0,Holiday,0,110,4.45,1
153.78,150.95,328.0,Weekend,1,121,3.97,1
107.46,118.99,394.0,Regular,0,199,4.92,1
180.36,188.98,441.0,Holiday,0,148,4.13,1
135.25,149.68,433.0,Regular,0,33,3.96,0
115.93,96.31,311.0,Regular,1,150,4.71,1
60.09,78.74,474.0,Weekend,1,49,3.37,1
119.7,113.36,390.0,Regular,1,178,3.32,0
173.11,192.73,372.0,Holiday,0,148,4.57,1
142.18,132.29,282.0,Regular,0,193,4.74,1
174.82,173.69,374.0,Holiday,0,161,3.15,0
124.1,118.26,456.0,Holiday,0,183,4.53,1
67.77,62.0,394.0,Regular,1,193,3.85,1
52.05,65.74,445.0,Regular,0,183,4.41,1
95.48,105.34,460.0,Regular,1,190,3.27,1
154.7,174.38,360.0,Weekend,0,124,4.95,1
168.54,173.08,367.0,Regular,0,62,4.76,0
94.36,92.89,434.0,Regular,1,162,3.81,1
124.35,107.95,370.0,Regular,0,57,4.79,1
113.17,133.03,420.0,Regular,1,108,4.79,0
111.58,113.64,383.0,Regular,0,63,3.92,0
84.7,92.72,459.0,Regular,1,128,4.89,1
70.46,66.73,388.0,Regular,1,74,4.95,1
79.5,81.41,483.0,Holiday,0,74,3.43,1
58.3,76.0,529.0,Holiday,0,97,3.13,0
79.72,66.38,360.0,Regular,0,126,3.66,1
51.38,43.08,475.0,Regular,1,76,3.98,1
144.09,130.17,327.0,Regular,0,149,3.19,1
97.46,109.14,444.0,Weekend,0,143,3.28,1
195.97,178.45,294.0,Holiday,1,181,4.94,1
79.06,62.32,437.0,Weekend,1,68,4.47,0
101.87,93.81,407.0,Weekend,1,83,4.75,1
103.68,104.24,483.0,Weekend,0,106,4.94,0
51.27,47.52,401.0,Regular,0,155,3.76,0
175.88,157.67,432.0,Holiday,1,88,4.38,1
54.8,73.1,505.0,Regular,0,190,3.37,1
191.03,209.14,344.0,Weekend,1,81,4.1,0
183.81,174.99,256.0,Regular,1,140,3.42,0
130.33,139.59,419.0,Regular,0,71,3.32,0
131.54,134.68,446.0,Weekend,0,52,3.2,0
148.07,137.57,292.0,Regular,0,39,4.16,0
108.06,98.54,393.0,Regular,0,131,4.9,1
147.08,146.73,528.0,Holiday,0,56,3.24,0
56.72,53.48,440.0,Regular,1,125,4.0,1
58.11,49.76,477.0,Weekend,0,124,4.37,1
118.58,130.89,407.0,Regular,0,70,3.99,1
132.44,131.7,356.0,Regular,0,48,4.82,0
183.17,189.37,265.0,Regular,0,156,3.33,1
65.7,53.27,494.0,Weekend,0,105,3.05,1
173.4,174.74,336.0,Weekend,0,59,3.77,1
81.51,74.23,465.0,Holiday,0,190,4.11,1
109.11,110.17,454.0,Weekend,0,119,3.51,1
97.49,108.72,471.0,Holiday,0,42,3.34,1
110.02,120.78,444.0,Weekend,1,122,4.61,1
72.57,66.74,379.0,Regular,0,27,3.38,0
125.54,133.31,333.0,Regular,0,93,3.89,1
170.25,187.9,541.0,Holiday,1,83,4.91,1
116.23,121.26,457.0,Weekend,1,170,4.23,1
123.59,109.53,381.0,Weekend,0,112,4.0,0
177.32,184.5,435.0,Holiday,0,139,3.72,1
155.91,140.1,334.0,Weekend,1,128,4.04,1
123.57,138.45,443.0,Weekend,0,115,4.47,1
88.65,89.32,369.0,Regular,0,161,4.65,1
182.74,178.14,257.0,Regular,0,99,4.3,1
136.55,118.83,422.0,Weekend,1,122,4.58,0
83.17,78.4,423.0,Regular,0,36,3.18,1
90.37,106.5,450.0,Holiday,0,39,3.03,1
170.47,151.31,254.0,Regular,0,134,4.47,1
56.62,55.61,625.0,Holiday,0,31,3.52,0
198.81,216.06,467.0,Holiday,0,143,4.76,1
69.55,65.35,507.0,Holiday,1,141,4.07,0
169.41,166.54,373.0,Weekend,0,91,3.96,1
109.22,112.36,435.0,Regular,1,188,4.55,1
123.83,122.35,375.0,Regular,0,104,4.48,1
182.1,168.84,293.0,Regular,0,179,4.41,1
111.94,92.68,384.0,Weekend,0,184,4.38,1
130.62,135.02,351.0,Regular,0,129,4.03,1
57.39,74.23,501.0,Regular,0,37,4.85,1
50.35,34.61,404.0,Regular,1,48,4.78,0
86.72,75.16,344.0,Regular,0,154,3.66,1
152.09,146.9,363.0,Regular,0,59,4.61,1
68.19,80.54,471.0,Regular,1,120,4.78,1
67.06,57.83,392.0,Regular,0,139,4.24,1
111.64,126.93,456.0,Holiday,0,153,4.11,1
147.18,129.37,398.0,Weekend,0,167,4.34,1
156.81,174.45,410.0,Regular,0,74,3.33,0
76.77,79.2,440.0,Regular,1,92,3.17,0
61.94,68.29,465.0,Weekend,0,107,4.64,1
191.06,185.77,315.0,Regular,1,144,4.15,1
89.1,100.38,515.0,Weekend,1,180,3.25,1
178.0,164.66,349.0,Weekend,0,41,3.83,1
179.52,161.48,292.0,Weekend,0,69,3.6,1
165.88,161.7,354.0,Regular,1,46,4.75,1
75.33,89.47,459.0,Weekend,1,67,4.01,0
173.27,183.47,401.0,Weekend,0,85,4.16,1
165.39,166.07,407.0,Holiday,1,160,3.47,1
139.51,142.39,402.0,Regular,1,149,4.6,1
100.58,85.78,379.0,Regular,0,65,4.86,1
89.38,103.0,535.0,Weekend,1,90,4.58,0
68.28,79.76,484.0,Regular,0,147,3.99,1
126.46,132.72,426.0,Regular,0,30,4.67,1
137.79,136.44,420.0,Holiday,0,45,3.38,1
103.9,122.48,414.0,Regular,0,68,3.23,1
121.3,136.47,469.0,Weekend,1,82,3.88,0
104.53,110.3,532.0,Holiday,0,40,3.36,1
146.15,141.02,275.0,Regular,0,196,3.52,1
185.19,189.91,377.0,Regular,1,98,4.17,1
74.59,77.61,432.0,Weekend,0,99,3.81,1
107.21,102.98,495.0,Holiday,0,28,4.73,1
71.13,63.4,445.0,Regular,0,168,3.45,1
143.74,140.02,374.0,Regular,0,135,4.99,1
159.33,162.29,389.0,Weekend,1,139,3.72,0
189.79,186.91,346.0,Weekend,0,74,4.03,0
91.83,82.37,510.0,Holiday,0,60,3.26,1
192.53,202.97,370.0,Weekend,0,25,4.16,0
59.49,60.75,462.0,Regular,0,20,4.92,1
140.45,123.16,265.0,Regular,0,114,4.5,1
58.57,53.3,406.0,Weekend,0,152,3.49,1
184.07,199.46,314.0,Regular,0,45,3.89,1
129.47,139.68,414.0,Weekend,0,20,3.85,0
150.4,143.33,293.0,Regular,0,20,3.2,0
174.74,192.26,400.0,Weekend,0,112,4.77,0
72.55,55.61,392.0,Weekend,0,57,3.76,1
55.79,74.24,573.0,Weekend,1,60,3.99,1
181.83,171.66,343.0,Regular,1,175,3.58,0
97.24,77.6,380.0,Weekend,0,152,3.3,1
69.35,66.7,524.0,Holiday,1,168,4.8,1
120.27,114.63,439.0,Holiday,1,82,3.07,1
139.75,141.31,352.0,Weekend,0,105,3.8,1
54.65,66.52,583.0,Holiday,1,103,4.46,0
91.23,104.93,388.0,Regular,0,159,3.62,1
54.92,50.97,496.0,Weekend,1,153,3.89,1
113.05,110.24,345.0,Regular,0,176,4.13,1
184.27,170.19,344.0,Regular,1,128,4.99,0
197.4,179.3,242.0,Regular,0,123,4.52,1
145.56,151.21,314.0,Regular,0,54,4.93,0
74.25,56.82,399.0,Regular,1,94,4.39,1
185.88,195.23,322.0,Regular,1,144,3.54,0
127.44,129.0,396.0,Weekend,1,71,3.57,0
73.06,61.01,405.0,Regular,1,52,4.64,1
188.26,189.84,356.0,Regular,1,172,3.86,1
163.62,150.94,348.0,Weekend,1,33,3.74,1
159.76,157.31,323.0,Weekend,0,72,4.89,1
156.38,168.36,389.0,Regular,0,80,3.03,1
